#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
LTI65	P5CSA	3702.Q04980	3702.P54887	0	0	0	0	0.063	0	0	0.856	0.859
LTI65	NHX1	3702.Q04980	3702.Q68KI4	0	0	0	0	0	0	0	0.418	0.418
LTI65	ZAT12	3702.Q04980	3702.Q42410	0	0	0	0	0	0	0	0.431	0.431
LTI65	MYB44	3702.Q04980	3702.Q9FDW1	0	0	0	0	0	0	0	0.434	0.434
LTI65	T24H18.80	3702.Q04980	3702.Q9LXU8	0	0	0	0	0	0	0	0.483	0.483
LTI65	ZAT10	3702.Q04980	3702.Q96289	0	0	0	0	0	0	0	0.483	0.483
LTI65	MGH3	3702.Q04980	3702.Q9FXI7	0	0	0	0	0	0	0	0.485	0.485
LTI65	T6J4.12	3702.Q04980	3702.Q9FX60	0	0	0	0	0	0	0	0.490	0.489
LTI65	NAC055	3702.Q04980	3702.Q9LDY8	0	0	0	0	0	0	0	0.513	0.513
LTI65	WRKY63	3702.Q04980	3702.Q9C6H5	0	0	0	0	0	0	0	0.541	0.541
LTI65	SCRM	3702.Q04980	3702.Q9LSE2	0	0	0	0	0	0	0	0.542	0.542
LTI65	NAC002	3702.Q04980	3702.Q39013	0	0	0	0	0.045	0	0	0.547	0.548
LTI65	MYB15	3702.Q04980	3702.Q9LTC4	0	0	0	0	0	0	0	0.575	0.575
LTI65	MYC2	3702.Q04980	3702.Q39204	0	0	0	0	0	0	0	0.579	0.579
LTI65	NAC019	3702.Q04980	3702.Q9C932	0	0	0	0	0	0	0	0.639	0.639
LTI65	NHX7	3702.Q04980	3702.Q9LKW9	0	0	0	0	0	0	0	0.718	0.718
LTI65	ZEP	3702.Q04980	3702.Q9FGC7	0	0	0	0	0.044	0	0	0.720	0.720
LTI65	SRK2I	3702.Q04980	3702.Q39193	0	0	0	0	0	0	0	0.720	0.720
LTI65	SAG113	3702.Q04980	3702.Q9FIF5	0	0	0	0	0.158	0	0	0.716	0.750
LTI65	SRK2E	3702.Q04980	3702.Q940H6	0	0	0	0	0	0	0	0.791	0.791
LTI65	SRK2D	3702.Q04980	3702.Q39192	0	0	0	0	0	0	0	0.791	0.791
LTI65	NAC072	3702.Q04980	3702.Q93VY3	0	0	0	0	0.073	0	0	0.850	0.855
LTI65	NCED3	3702.Q04980	3702.Q9LRR7	0	0	0	0	0.062	0	0	0.892	0.894
LTI65	RD22	3702.Q04980	3702.Q08298	0	0	0	0	0.081	0	0	0.927	0.930
MAH20.19	NRPC1	3702.F4KB54	3702.F4JXF9	0	0	0	0	0.050	0	0.456	0	0.461
MAH20.19	T6J4.12	3702.F4KB54	3702.Q9FX60	0	0	0	0	0	0.141	0.312	0.070	0.402
MAH20.19	T24H18.80	3702.F4KB54	3702.Q9LXU8	0	0	0	0	0	0.141	0.312	0.070	0.402
MAH20.19	MGH3	3702.F4KB54	3702.Q9FXI7	0	0	0	0	0	0.141	0.312	0.070	0.402
MAH20.19	T5J17.190	3702.F4KB54	3702.Q9SMQ3	0	0	0	0	0.042	0.141	0.312	0.070	0.403
MAH20.19	NRPB3	3702.F4KB54	3702.Q39211	0	0	0	0	0	0.059	0.500	0.049	0.513
MAH20.19	NRPD3B	3702.F4KB54	3702.Q39212	0	0	0	0	0	0.059	0.500	0.049	0.513
MAH20.19	NRPB6B	3702.F4KB54	3702.Q9SJ96	0	0	0	0	0	0	0.593	0.083	0.610
MAH20.19	NRPB6A	3702.F4KB54	3702.Q9FJ98	0	0	0	0	0	0	0.593	0.083	0.610
MAH20.19	NF-YB11	3702.F4KB54	3702.Q9ZQH2	0	0	0	0	0	0.884	0.540	0.460	0.968
MAH20.24	SPT6	3702.Q8LCQ3	3702.A8MS85	0	0	0	0	0	0.881	0.572	0.601	0.977
MAH20.24	VIP6	3702.Q8LCQ3	3702.B5X0I6	0	0	0	0	0.049	0.884	0.611	0.425	0.972
MAH20.24	RDM3	3702.Q8LCQ3	3702.F4JW79	0	0	0	0	0	0.695	0.774	0.804	0.985
MAH20.24	NRPB4	3702.Q8LCQ3	3702.O48890	0	0	0	0	0	0.925	0.760	0.467	0.989
MAH20.24	NRPB8A	3702.Q8LCQ3	3702.O81097	0	0	0	0	0.153	0.884	0.637	0.114	0.964
MAH20.24	SPT16	3702.Q8LCQ3	3702.O82491	0	0	0	0	0	0.874	0.809	0.404	0.984
MAH20.24	SSRP1	3702.Q8LCQ3	3702.Q05153	0	0	0	0	0	0.892	0.868	0.423	0.991
MAH20.24	NRPB11	3702.Q8LCQ3	3702.Q38859	0	0	0	0	0.274	0.925	0.760	0.247	0.988
MAH20.24	NRPB3	3702.Q8LCQ3	3702.Q39211	0	0	0	0	0.118	0.884	0.636	0.400	0.974
MAH20.24	NRPD3B	3702.Q8LCQ3	3702.Q39212	0	0	0	0	0.118	0.884	0.636	0.400	0.974
MAH20.24	NRPE1	3702.Q8LCQ3	3702.Q5D869	0	0	0	0	0	0.619	0.455	0.210	0.821
MAH20.24	NRPD4	3702.Q8LCQ3	3702.Q6DBA5	0	0	0	0	0	0.884	0.634	0.402	0.972
MAH20.24	NRPB9A	3702.Q8LCQ3	3702.Q6NLH0	0	0	0	0	0.120	0.884	0.637	0.309	0.970
MAH20.24	NRPB9B	3702.Q8LCQ3	3702.Q8L5V0	0	0	0	0	0.120	0.884	0.637	0.309	0.970
MAH20.24	TTL1	3702.Q8LCQ3	3702.Q9MAH1	0	0	0	0	0	0.294	0.197	0.085	0.435
MAH20.24	SPT42	3702.Q8LCQ3	3702.Q94C60	0	0	0.050	0.980	0	0	0.540	0.059	0.553
MAH20.24	MGH3	3702.Q8LCQ3	3702.Q9FXI7	0	0	0	0	0.079	0.595	0	0.124	0.644
MAH20.24	T5J17.190	3702.Q8LCQ3	3702.Q9SMQ3	0	0	0	0	0.079	0.595	0	0.124	0.644
MAH20.24	T24H18.80	3702.Q8LCQ3	3702.Q9LXU8	0	0	0	0	0.079	0.595	0	0.124	0.644
MAH20.24	T6J4.12	3702.Q8LCQ3	3702.Q9FX60	0	0	0	0	0.079	0.595	0	0.124	0.644
MAH20.24	MUB3.7	3702.Q8LCQ3	3702.Q9FLG3	0	0	0	0	0	0.695	0.529	0.283	0.888
MAH20.24	NRPB6A	3702.Q8LCQ3	3702.Q9FJ98	0	0	0	0	0.068	0.884	0.635	0.157	0.962
MAH20.24	NRPB6B	3702.Q8LCQ3	3702.Q9SJ96	0	0	0	0	0.068	0.884	0.635	0.157	0.962
MAH20.24	NRPB10L	3702.Q8LCQ3	3702.Q9SYA6	0	0	0	0	0.068	0.884	0.635	0.186	0.963
MAH20.24	NRPB10	3702.Q8LCQ3	3702.Q8LFJ6	0	0	0	0	0.079	0.884	0.635	0.186	0.964
MAH20.24	NRPB8B	3702.Q8LCQ3	3702.Q9M1A8	0	0	0	0	0.153	0.884	0.637	0.114	0.964
MAH20.24	VIP5	3702.Q8LCQ3	3702.Q9C950	0	0	0	0	0	0.895	0.540	0.462	0.971
MAH20.24	VIP4	3702.Q8LCQ3	3702.Q9FNQ0	0	0	0	0	0	0.892	0.587	0.459	0.973
MBF1C	SAP5	3702.Q9LV58	3702.Q9LHJ8	0	0	0	0	0	0	0	0.478	0.478
MBK5.18	SYD	3702.F4KAT5	3702.F4IHS2	0	0	0	0	0	0.853	0.309	0.207	0.912
MBK5.18	MRG2	3702.F4KAT5	3702.Q4V3E2	0	0	0	0	0.066	0.412	0	0.116	0.472
MBK5.18	MRG1	3702.F4KAT5	3702.Q94C32	0	0	0	0	0.066	0.412	0	0.116	0.472
MBK5.18	MORF1	3702.F4KAT5	3702.O49429	0	0	0	0	0	0.597	0.073	0.121	0.642
MBK5.18	T5J17.190	3702.F4KAT5	3702.Q9SMQ3	0	0	0	0	0.051	0.805	0.504	0.122	0.908
MBK5.18	MGH3	3702.F4KAT5	3702.Q9FXI7	0	0	0	0	0.051	0.805	0.504	0.122	0.908
MBK5.18	T24H18.80	3702.F4KAT5	3702.Q9LXU8	0	0	0	0	0.051	0.805	0.504	0.122	0.908
MBK5.18	T6J4.12	3702.F4KAT5	3702.Q9FX60	0	0	0	0	0.051	0.805	0.504	0.122	0.908
MED25	SYD	3702.Q7XYY2	3702.F4IHS2	0	0	0	0	0.071	0.407	0.179	0.153	0.565
MED25	MYC2	3702.Q7XYY2	3702.Q39204	0	0	0	0	0	0.474	0	0.983	0.990
MED25	WRKY33	3702.Q7XYY2	3702.Q8S8P5	0	0	0	0	0	0.058	0.071	0.435	0.462
MED25	ZHD11	3702.Q7XYY2	3702.Q9SEZ1	0	0	0	0	0	0.405	0	0.901	0.938
MED25	MED32	3702.Q7XYY2	3702.Q84VW5	0	0	0	0	0	0	0.900	0.795	0.978
MED32	ZHD11	3702.Q84VW5	3702.Q9SEZ1	0	0	0	0	0	0	0	0.666	0.666
MGH3	SPT6	3702.Q9FXI7	3702.A8MS85	0	0	0	0	0	0.601	0	0.865	0.943
MGH3	VIP6	3702.Q9FXI7	3702.B5X0I6	0	0	0	0	0	0.615	0.098	0.574	0.839
MGH3	SYD	3702.Q9FXI7	3702.F4IHS2	0	0	0	0	0.057	0.884	0.301	0.555	0.961
MGH3	RDM3	3702.Q9FXI7	3702.F4JW79	0	0	0	0	0	0.412	0	0.516	0.703
MGH3	PXG3	3702.Q9FXI7	3702.O22788	0	0	0	0	0	0.055	0	0.433	0.442
MGH3	NRPB4	3702.Q9FXI7	3702.O48890	0	0	0	0	0.071	0.681	0.328	0	0.783
MGH3	MORF1	3702.Q9FXI7	3702.O49429	0	0	0	0	0	0.643	0.081	0.101	0.679
MGH3	SUVR5	3702.Q9FXI7	3702.O64827	0	0	0	0	0.050	0.682	0.464	0.472	0.903
MGH3	NRPB8A	3702.Q9FXI7	3702.O81097	0	0	0	0	0.065	0.597	0.321	0	0.721
MGH3	SPT16	3702.Q9FXI7	3702.O82491	0	0	0	0	0	0.617	0	0.802	0.921
MGH3	SUMO1	3702.Q9FXI7	3702.P55852	0	0	0	0	0.067	0.064	0.081	0.483	0.529
MGH3	SSRP1	3702.Q9FXI7	3702.Q05153	0	0	0	0	0	0.721	0	0.700	0.912
MGH3	RD29A	3702.Q9FXI7	3702.Q06738	0	0	0	0	0	0	0	0.540	0.540
MGH3	NRPB11	3702.Q9FXI7	3702.Q38859	0	0	0	0	0.053	0.671	0.328	0	0.772
MGH3	NRPB3	3702.Q9FXI7	3702.Q39211	0	0	0	0	0.063	0.599	0.229	0.184	0.731
MGH3	NRPD3B	3702.Q9FXI7	3702.Q39212	0	0	0	0	0.063	0.599	0.229	0.184	0.731
MGH3	MRG2	3702.Q9FXI7	3702.Q4V3E2	0	0	0	0	0.054	0.336	0.095	0.696	0.804
MGH3	NRPE1	3702.Q9FXI7	3702.Q5D869	0	0	0	0	0	0.526	0.102	0.786	0.901
MGH3	NRPD4	3702.Q9FXI7	3702.Q6DBA5	0	0	0	0	0.067	0.597	0.300	0.113	0.735
MGH3	NRPB9A	3702.Q9FXI7	3702.Q6NLH0	0	0	0	0	0.050	0.604	0.300	0.064	0.720
MGH3	NRPB9B	3702.Q9FXI7	3702.Q8L5V0	0	0	0	0	0	0.604	0.300	0.064	0.717
MGH3	NRPB10	3702.Q9FXI7	3702.Q8LFJ6	0	0	0	0	0	0.608	0.239	0	0.688
MGH3	Q8RWS0_ARATH	3702.Q9FXI7	3702.Q8RWS0	0	0	0	0	0	0.526	0	0.290	0.649
MGH3	SWC4	3702.Q9FXI7	3702.Q8VZL6	0	0	0	0	0	0.413	0	0.335	0.593
MGH3	Q93VF4_ARATH	3702.Q9FXI7	3702.Q93VF4	0	0	0	0	0.049	0.363	0.200	0.119	0.515
MGH3	MRG1	3702.Q9FXI7	3702.Q94C32	0	0	0	0	0.054	0.336	0.095	0.535	0.700
MGH3	SPT42	3702.Q9FXI7	3702.Q94C60	0	0	0	0	0.079	0.595	0	0.124	0.644
MGH3	T27K22.4	3702.Q9FXI7	3702.Q94JX1	0	0	0	0	0.051	0.869	0.504	0.155	0.940
MGH3	VIP5	3702.Q9FXI7	3702.Q9C950	0	0	0	0	0.045	0.625	0	0.466	0.792
MGH3	NRPB6A	3702.Q9FXI7	3702.Q9FJ98	0	0	0	0	0	0.585	0.258	0.063	0.686
MGH3	MUB3.7	3702.Q9FXI7	3702.Q9FLG3	0	0	0	0	0	0.412	0	0.114	0.456
MGH3	RIN1	3702.Q9FXI7	3702.Q9FMR9	0	0	0	0	0	0.700	0.322	0.124	0.806
MGH3	VIP4	3702.Q9FXI7	3702.Q9FNQ0	0	0	0	0	0	0.624	0	0.440	0.780
MGH3	TTL1	3702.Q9FXI7	3702.Q9MAH1	0	0	0	0	0	0.350	0.154	0.137	0.483
MGH3	T16K5.180	3702.Q9FXI7	3702.Q9M2X5	0	0	0	0	0.058	0.610	0	0.068	0.627
MGH3	NRPB6B	3702.Q9FXI7	3702.Q9SJ96	0	0	0	0	0	0.585	0.258	0.063	0.686
MGH3	NRPB10L	3702.Q9FXI7	3702.Q9SYA6	0	0	0	0	0.060	0.608	0.239	0	0.695
MGH3	NRPB8B	3702.Q9FXI7	3702.Q9M1A8	0	0	0	0	0.065	0.597	0.321	0	0.721
MORF1	T27K22.4	3702.O49429	3702.Q94JX1	0	0	0	0	0	0.597	0.073	0.121	0.642
MORF1	T5J17.190	3702.O49429	3702.Q9SMQ3	0	0	0	0	0	0.643	0.081	0.101	0.679
MORF1	T6J4.12	3702.O49429	3702.Q9FX60	0	0	0	0	0	0.643	0.081	0.101	0.679
MORF1	T24H18.80	3702.O49429	3702.Q9LXU8	0	0	0	0	0	0.643	0.081	0.101	0.679
MORF1	SUVR5	3702.O49429	3702.O64827	0	0	0	0	0.060	0.884	0.073	0.234	0.912
MRG1	SWC2	3702.Q94C32	3702.F4IP06	0	0	0	0	0.048	0.838	0.316	0.421	0.930
MRG1	SUVR5	3702.Q94C32	3702.O64827	0	0	0	0	0	0.549	0.091	0.211	0.648
MRG1	SWC4	3702.Q94C32	3702.Q8VZL6	0	0	0	0	0	0.909	0.316	0.490	0.965
MRG1	Q93VF4_ARATH	3702.Q94C32	3702.Q93VF4	0	0	0	0	0.085	0.883	0.316	0.687	0.974
MRG1	T5J17.190	3702.Q94C32	3702.Q9SMQ3	0	0	0	0	0.054	0.336	0.095	0.208	0.489
MRG1	T27K22.4	3702.Q94C32	3702.Q94JX1	0	0	0	0	0.066	0.412	0	0.152	0.493
MRG1	T6J4.12	3702.Q94C32	3702.Q9FX60	0	0	0	0	0.054	0.336	0.095	0.536	0.701
MRG1	T24H18.80	3702.Q94C32	3702.Q9LXU8	0	0	0	0	0.054	0.336	0.095	0.550	0.710
MRG1	T16K5.180	3702.Q94C32	3702.Q9M2X5	0	0	0	0	0.164	0.415	0.240	0.345	0.723
MRG1	RIN1	3702.Q94C32	3702.Q9FMR9	0	0	0	0	0.060	0.526	0.316	0.415	0.797
MRG2	SWC2	3702.Q4V3E2	3702.F4IP06	0	0	0	0	0	0.838	0.316	0.421	0.930
MRG2	SUVR5	3702.Q4V3E2	3702.O64827	0	0	0	0	0	0.549	0.091	0.211	0.648
MRG2	T5J17.190	3702.Q4V3E2	3702.Q9SMQ3	0	0	0	0	0.054	0.336	0.095	0.208	0.489
MRG2	T27K22.4	3702.Q4V3E2	3702.Q94JX1	0	0	0	0	0.066	0.412	0	0.152	0.493
MRG2	T16K5.180	3702.Q4V3E2	3702.Q9M2X5	0	0	0	0	0.164	0.415	0.240	0.345	0.723
MRG2	RIN1	3702.Q4V3E2	3702.Q9FMR9	0	0	0	0	0.060	0.526	0.316	0.415	0.797
MRG2	T6J4.12	3702.Q4V3E2	3702.Q9FX60	0	0	0	0	0.054	0.336	0.095	0.696	0.804
MRG2	T24H18.80	3702.Q4V3E2	3702.Q9LXU8	0	0	0	0	0.054	0.336	0.095	0.696	0.804
MRG2	SWC4	3702.Q4V3E2	3702.Q8VZL6	0	0	0	0	0	0.909	0.316	0.482	0.965
MRG2	Q93VF4_ARATH	3702.Q4V3E2	3702.Q93VF4	0	0	0	0	0.079	0.883	0.316	0.670	0.972
MUB3.7	SPT6	3702.Q9FLG3	3702.A8MS85	0	0	0	0	0.155	0.689	0.093	0.283	0.806
MUB3.7	VIP6	3702.Q9FLG3	3702.B5X0I6	0	0	0	0	0	0.792	0.161	0.318	0.870
MUB3.7	NRPB4	3702.Q9FLG3	3702.O48890	0	0	0	0	0	0.832	0.600	0.309	0.949
MUB3.7	NRPB8A	3702.Q9FLG3	3702.O81097	0	0	0	0	0	0.689	0.526	0.167	0.866
MUB3.7	SPT16	3702.Q9FLG3	3702.O82491	0	0	0	0	0.081	0.685	0.470	0.283	0.875
MUB3.7	SSRP1	3702.Q9FLG3	3702.Q05153	0	0	0	0	0.078	0.816	0.591	0.306	0.945
MUB3.7	NRPB11	3702.Q9FLG3	3702.Q38859	0	0	0	0	0	0.833	0.600	0.119	0.936
MUB3.7	NRPB3	3702.Q9FLG3	3702.Q39211	0	0	0	0	0	0.695	0.525	0.283	0.887
MUB3.7	NRPD3B	3702.Q9FLG3	3702.Q39212	0	0	0	0	0	0.695	0.525	0.283	0.887
MUB3.7	NRPE1	3702.Q9FLG3	3702.Q5D869	0	0	0	0	0.094	0.415	0.333	0.125	0.649
MUB3.7	NRPD4	3702.Q9FLG3	3702.Q6DBA5	0	0	0	0	0	0.695	0.521	0.247	0.880
MUB3.7	NRPB9A	3702.Q9FLG3	3702.Q6NLH0	0	0	0	0	0	0.690	0.526	0.197	0.871
MUB3.7	NRPB9B	3702.Q9FLG3	3702.Q8L5V0	0	0	0	0	0	0.690	0.526	0.197	0.871
MUB3.7	NRPB10	3702.Q9FLG3	3702.Q8LFJ6	0	0	0	0	0	0.681	0.523	0.142	0.858
MUB3.7	SPT42	3702.Q9FLG3	3702.Q94C60	0	0	0	0	0	0.695	0.529	0.283	0.888
MUB3.7	VIP5	3702.Q9FLG3	3702.Q9C950	0	0	0	0	0	0.822	0	0.314	0.872
MUB3.7	NRPB6A	3702.Q9FLG3	3702.Q9FJ98	0	0	0	0	0	0.694	0.523	0.204	0.873
MUB3.7	NRPA1	3702.Q9FLG3	3702.Q9SVY0	0	0	0	0	0	0.297	0	0.197	0.411
MUB3.7	Q9LIF6_ARATH	3702.Q9FLG3	3702.Q9LIF6	0	0	0	0	0	0.297	0	0.197	0.411
MUB3.7	T6J4.12	3702.Q9FLG3	3702.Q9FX60	0	0	0	0	0	0.412	0	0.114	0.456
MUB3.7	T24H18.80	3702.Q9FLG3	3702.Q9LXU8	0	0	0	0	0	0.412	0	0.114	0.456
MUB3.7	T5J17.190	3702.Q9FLG3	3702.Q9SMQ3	0	0	0	0	0	0.412	0	0.114	0.456
MUB3.7	NRPB10L	3702.Q9FLG3	3702.Q9SYA6	0	0	0	0	0	0.681	0.523	0.142	0.858
MUB3.7	VIP4	3702.Q9FLG3	3702.Q9FNQ0	0	0	0	0	0	0.802	0.098	0.309	0.865
MUB3.7	NRPB8B	3702.Q9FLG3	3702.Q9M1A8	0	0	0	0	0	0.689	0.526	0.167	0.866
MUB3.7	NRPB6B	3702.Q9FLG3	3702.Q9SJ96	0	0	0	0	0	0.694	0.523	0.204	0.873
MYB15	ZAT6	3702.Q9LTC4	3702.O22533	0	0	0	0	0.270	0	0	0.456	0.586
MYB15	RD29A	3702.Q9LTC4	3702.Q06738	0	0	0	0	0.050	0	0	0.739	0.741
MYB15	RD22	3702.Q9LTC4	3702.Q08298	0	0	0	0	0	0	0	0.639	0.639
MYB15	MYC2	3702.Q9LTC4	3702.Q39204	0	0	0	0	0.177	0	0	0.599	0.655
MYB15	ZAT12	3702.Q9LTC4	3702.Q42410	0	0	0	0	0.282	0	0	0.791	0.843
MYB15	SIZ1	3702.Q9LTC4	3702.Q680Q4	0	0	0	0	0	0.054	0	0.794	0.796
MYB15	WRKY33	3702.Q9LTC4	3702.Q8S8P5	0	0	0	0	0.314	0	0	0.675	0.767
MYB15	SRK2E	3702.Q9LTC4	3702.Q940H6	0	0	0	0	0	0	0	0.580	0.580
MYB15	ZAT10	3702.Q9LTC4	3702.Q96289	0	0	0	0	0.318	0	0	0.777	0.841
MYB15	WRKY18	3702.Q9LTC4	3702.Q9C5T4	0	0	0	0	0.196	0	0	0.431	0.522
MYB15	MYB44	3702.Q9LTC4	3702.Q9FDW1	0	0	0.186	0.705	0.084	0	0	0.291	0.425
MYB15	SCRM	3702.Q9LTC4	3702.Q9LSE2	0	0	0	0	0	0.292	0	0.971	0.978
MYB15	WRKY40	3702.Q9LTC4	3702.Q9SAH7	0	0	0	0	0.312	0	0	0.653	0.751
MYB44	ZAT6	3702.Q9FDW1	3702.O22533	0	0	0	0	0.112	0	0	0.435	0.476
MYB44	PYR1	3702.Q9FDW1	3702.O49686	0	0	0	0	0	0	0	0.497	0.497
MYB44	PP2CA	3702.Q9FDW1	3702.P49598	0	0	0	0	0.104	0	0	0.431	0.468
MYB44	RD29A	3702.Q9FDW1	3702.Q06738	0	0	0	0	0	0	0	0.598	0.598
MYB44	RD22	3702.Q9FDW1	3702.Q08298	0	0	0	0	0	0	0	0.666	0.666
MYB44	MYB96	3702.Q9FDW1	3702.Q24JK1	0	0	0.196	0.685	0.071	0	0	0.305	0.436
MYB44	NAC002	3702.Q9FDW1	3702.Q39013	0	0	0	0	0.063	0	0	0.466	0.478
MYB44	MYC2	3702.Q9FDW1	3702.Q39204	0	0	0	0	0.137	0	0	0.716	0.744
MYB44	ZAT12	3702.Q9FDW1	3702.Q42410	0	0	0	0	0.105	0	0	0.402	0.442
MYB44	WRKY33	3702.Q9FDW1	3702.Q8S8P5	0	0	0	0	0.095	0	0	0.796	0.807
MYB44	NAC072	3702.Q9FDW1	3702.Q93VY3	0	0	0	0	0.185	0	0	0.356	0.453
MYB44	ZAT10	3702.Q9FDW1	3702.Q96289	0	0	0	0	0.184	0	0	0.695	0.740
MYB44	WRKY18	3702.Q9FDW1	3702.Q9C5T4	0	0	0	0	0.187	0	0	0.403	0.494
MYB44	NAC019	3702.Q9FDW1	3702.Q9C932	0	0	0	0	0.093	0	0	0.415	0.446
MYB44	SCRM	3702.Q9FDW1	3702.Q9LSE2	0	0	0	0	0	0	0	0.404	0.404
MYB44	NAC055	3702.Q9FDW1	3702.Q9LDY8	0	0	0	0	0.082	0	0	0.439	0.462
MYB44	WRKY40	3702.Q9FDW1	3702.Q9SAH7	0	0	0	0	0.100	0	0	0.435	0.469
MYB44	RAV1	3702.Q9FDW1	3702.Q9ZWM9	0	0	0	0	0.054	0	0	0.597	0.602
MYB96	RD29A	3702.Q24JK1	3702.Q06738	0	0	0	0	0.056	0	0	0.597	0.603
MYB96	RD22	3702.Q24JK1	3702.Q08298	0	0	0	0	0.175	0	0	0.720	0.759
MYB96	RAV1	3702.Q24JK1	3702.Q9ZWM9	0	0	0	0	0.046	0	0	0.431	0.433
MYB96	SRK2E	3702.Q24JK1	3702.Q940H6	0	0	0	0	0	0	0	0.435	0.435
MYB96	SIZ1	3702.Q24JK1	3702.Q680Q4	0	0	0	0	0	0.054	0	0.540	0.546
MYB96	MYC2	3702.Q24JK1	3702.Q39204	0	0	0	0	0.172	0	0	0.481	0.551
MYC2	NAC098	3702.Q39204	3702.O04017	0	0	0	0	0	0	0	0.500	0.499
MYC2	PP2CA	3702.Q39204	3702.P49598	0	0	0	0	0.087	0	0	0.574	0.594
MYC2	RD29A	3702.Q39204	3702.Q06738	0	0	0	0	0.042	0	0	0.698	0.698
MYC2	RD22	3702.Q39204	3702.Q08298	0	0	0	0	0	0	0	0.794	0.794
MYC2	NAC002	3702.Q39204	3702.Q39013	0	0	0	0	0.099	0	0	0.718	0.735
MYC2	SRK2D	3702.Q39204	3702.Q39192	0	0	0	0	0	0	0	0.435	0.435
MYC2	SRK2I	3702.Q39204	3702.Q39193	0	0	0	0	0.050	0	0	0.431	0.436
MYC2	ZHD11	3702.Q39204	3702.Q9SEZ1	0	0	0	0	0	0	0	0.405	0.405
MYC2	RAV1	3702.Q39204	3702.Q9ZWM9	0	0	0	0	0.080	0	0	0.470	0.491
MYC2	ZEP	3702.Q39204	3702.Q9FGC7	0	0	0	0	0	0	0	0.547	0.547
MYC2	SAG113	3702.Q39204	3702.Q9FIF5	0	0	0	0	0.079	0	0	0.542	0.560
MYC2	SRK2E	3702.Q39204	3702.Q940H6	0	0	0	0	0	0	0	0.571	0.571
MYC2	SCRM	3702.Q39204	3702.Q9LSE2	0	0	0	0.573	0	0	0	0.613	0.613
MYC2	ZAT12	3702.Q39204	3702.Q42410	0	0	0	0	0.211	0	0	0.604	0.674
MYC2	NCED3	3702.Q39204	3702.Q9LRR7	0	0	0	0	0.092	0	0	0.719	0.733
MYC2	ZAT10	3702.Q39204	3702.Q96289	0	0	0	0	0.279	0	0	0.660	0.744
MYC2	WRKY18	3702.Q39204	3702.Q9C5T4	0	0	0	0	0.163	0	0	0.739	0.772
MYC2	NAC055	3702.Q39204	3702.Q9LDY8	0	0	0	0	0.045	0	0	0.791	0.791
MYC2	NAC019	3702.Q39204	3702.Q9C932	0	0	0	0	0.085	0	0	0.791	0.800
MYC2	NAC072	3702.Q39204	3702.Q93VY3	0	0	0	0	0.140	0	0	0.784	0.806
MYC2	WRKY33	3702.Q39204	3702.Q8S8P5	0	0	0	0	0.171	0	0	0.793	0.821
MYC2	WRKY40	3702.Q39204	3702.Q9SAH7	0	0	0	0	0.320	0	0	0.842	0.888
NAC002	PXG3	3702.Q39013	3702.O22788	0	0	0	0	0.079	0.070	0	0.358	0.402
NAC002	PP2CA	3702.Q39013	3702.P49598	0	0	0	0	0.078	0	0	0.408	0.430
NAC002	RD29A	3702.Q39013	3702.Q06738	0	0	0	0	0	0	0	0.720	0.720
NAC002	RD22	3702.Q39013	3702.Q08298	0	0	0	0	0	0.058	0.069	0.597	0.615
NAC002	T17J13.220	3702.Q39013	3702.Q3EAF9	0	0	0	0	0.205	0	0	0.280	0.403
NAC002	ZHD11	3702.Q39013	3702.Q9SEZ1	0	0	0	0	0	0	0	0.403	0.403
NAC002	ZAT12	3702.Q39013	3702.Q42410	0	0	0	0	0.180	0.061	0.046	0.295	0.413
NAC002	ZAT10	3702.Q39013	3702.Q96289	0	0	0	0	0.140	0.061	0.046	0.378	0.457
NAC002	WRKY33	3702.Q39013	3702.Q8S8P5	0	0	0	0	0.112	0	0.062	0.432	0.485
NAC002	WRKY40	3702.Q39013	3702.Q9SAH7	0	0	0	0	0.132	0	0	0.496	0.543
NAC002	SAG113	3702.Q39013	3702.Q9FIF5	0	0	0	0	0.110	0	0	0.541	0.574
NAC002	NAC102	3702.Q39013	3702.Q8H115	0	0	0	0.940	0.450	0	0	0.425	0.670
NAC002	NAC032	3702.Q39013	3702.Q9CAR0	0	0	0	0.959	0.450	0	0	0.450	0.684
NAC002	NCED3	3702.Q39013	3702.Q9LRR7	0	0	0	0	0.072	0	0	0.740	0.748
NAC013	WRKY40	3702.F4IED2	3702.Q9SAH7	0	0	0	0	0.057	0	0	0.483	0.491
NAC013	WRKY63	3702.F4IED2	3702.Q9C6H5	0	0	0	0	0.067	0	0	0.570	0.581
NAC013	TAF4B	3702.F4IED2	3702.F4K4L7	0	0	0	0	0	0	0	0.640	0.640
NAC013	TAF4	3702.F4IED2	3702.Q6SJR1	0	0	0	0	0	0	0	0.652	0.652
NAC013	SRO1	3702.F4IED2	3702.O82289	0	0	0	0	0	0	0	0.695	0.695
NAC013	RCD1	3702.F4IED2	3702.Q8RY59	0	0	0	0	0.081	0.474	0	0.892	0.943
NAC016	RCD1	3702.A4FVP6	3702.Q8RY59	0	0	0	0	0	0	0	0.522	0.522
